Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,X (feet),Y (feet)
Operator 34,Well 8062,MBH,12594.0,29.0,150,92,12,7804008.0,192385.4048,9/6/2016,P & P (cmt.),47.83183409,-102.3866216,SLICKWATER (HC),609.7336,167.77,,,,,,-5919844.126488106,3929298.5920489877
Operator 38,Well 8063,TFH,9342.0,51.0,152,92,33,4308213.0,108894.0,4/4/2015,P & P (cmt.),47.94820601,-102.4570414,SLICKWATER (HC),176.1753,78.89,51.08481262,,,,,-5922709.332327567,3975402.5796789154
Operator 38,Well 8064,TFH,9776.0,52.0,152,92,33,4196094.0,108678.0,4/2/2015,P & P (cmt.),47.94820572,-102.4568372,SLICKWATER (HC),660.0,89.77,47.27153189,,,,,-5922661.559805665,3975386.3776980573
Operator 18,Well 8065,MBH,9252.0,47.0,155,94,19,3297169.0,53520.0,9/3/2015,Sleeves,48.22756953,-102.8080596,CROSSLINKED (HC),409.56769,77.68,,,,,,-5971643.748596798,4100498.192493012
Operator 18,Well 8066,TFH,9175.0,35.0,155,94,19,2447200.0,45343.0,9/8/2015,Sleeves,48.2275694,-102.8081951,CROSSLINKED (HC),327.77676,72.83,,,,,,-5971675.293286044,4100508.9069871213
Operator 30,Well 8067,MBH,9866.0,33.0,151,93,10,8174200.0,73309.0,11/14/2015,Sleeves,47.90656131,-102.5735401,LINEAR GEL (HC),361.03739,112.29,,,,,,-5954884.132100685,3970101.5720408857
Operator 30,Well 8068,TFH,10112.0,34.0,151,93,10,4155751.0,48723.0,11/24/2015,Sleeves,47.90661055,-102.5733479,LINEAR GEL (HC),420.665835,95.71,,,,,,-5954833.322070758,3970103.4962557983
Operator 18,Well 8069,TFH,10096.0,35.0,154,93,21,2288860.0,37831.0,9/21/2015,Sleeves,48.1407614,-102.6417907,CROSSLINKED (HC),474.83486,71.15,,,,,,-5943200.539835215,4057084.8804247146
Operator 22,Well 807,TFH,9310.0,32.0,162,99,32,1922440.0,49796.5,9/8/2013,Sleeves,48.80850295,-103.5644483,SLICKWATER (HC),660.0,62.66,311.8671926,292.8336621,233.0265176,194.2252904,168.2226605,-6076545.773752093,4363180.845268457
Operator 12,Well 8070,MBH,6521.0,32.0,153,89,19,12996723.0,159846.8571,8/18/2016,P & P (cmt.),48.06540498,-102.1787681,LINEAR GEL (HC),660.0,110.43,,,,,,-5843899.048010617,3994455.081258267
Operator 12,Well 8071,MBH,7449.0,37.0,153,89,19,13844060.0,148785.119,8/17/2016,P & P (cmt.),48.06513086,-102.17877,SW-GEL HYBRID,660.0,143.61,,,,,,-5843931.370219027,3994359.575258557
Operator 1,Well 8072,MBH,6048.0,30.0,140,97,5,640000.0,9568.0,1/1/2004,No Data,46.96440665,-102.9565748,,660.0,12.44,89.54635108,76.55051501,63.46701731,57.1590328,53.67083059,-6156825.930294607,3673353.138824867
Operator 4,Well 8073,TFH,9413.0,30.0,139,99,27,1873280.0,42595.0,5/24/2011,Sleeves,46.83182658,-103.160289,,660.0,26.49,129.5529257,106.8376068,87.11374096,75.10409818,67.87201403,-6221094.206650776,3644052.5934074693
Operator 4,Well 8074,TFH,9341.0,30.0,140,97,16,2054700.0,30572.0,11/19/2011,Sleeves,46.94783806,-102.927099,,660.0,109.92,591.4858646,475.8382643,358.5524874,312.5136971,285.4426912,-6151794.147268317,3665201.293260564
Operator 50,Well 8075,TFH,9346.0,30.0,140,98,25,460783.0,36344.0,5/15/2012,Sleeves,46.91879412,-102.9936136,,660.0,102.92,545.5950033,436.0070129,369.2472058,312.9227847,269.5951129,-6171062.372242609,3660549.3138214657
Operator 4,Well 8076,TFH,10638.0,30.0,140,99,9,2983003.0,42003.0,9/21/2012,Sleeves,46.94969957,-103.1748412,LINEAR GEL (HC),599.18113,77.13,488.3957922,349.5178611,276.5121631,229.4652641,201.2793119,-6210420.044476635,3686112.0574662765
Operator 12,Well 8077,MBH,9865.0,60.0,152,91,13,19892131.0,179628.0,7/20/2015,P & P (cmt.),47.99081345,-102.2771635,SW-GEL HYBRID,660.0,141.63,,,,,,-5875612.071848134,3976121.3515714835
Operator 12,Well 8078,MBH,6692.0,27.0,152,90,35,7289780.0,61181.38095,10/6/2016,P & P (cmt.),47.93614323,-102.1634372,SW-GEL HYBRID,660.0,77.48,,,,,,-5855334.779598556,3948159.1448264103
Operator 12,Well 8079,MBH,5328.0,22.0,152,90,35,5760260.0,49525.2381,10/6/2016,P & P (cmt.),47.93614276,-102.1632331,SW-GEL HYBRID,660.0,62.61,,,,,,-5855286.987586426,3948143.044807034
Operator 26,Well 808,TFH,6297.0,31.0,164,101,36,1864740.0,47903.0,9/9/2013,Cemented Liner,48.98236729,-103.7297952,SLICKWATER (HC),660.0,55.01,222.1236029,208.8538242,185.4755643,163.021404,146.7893929,-6093174.59482332,4436980.242730712
Operator 27,Well 8080,MBH,4170.0,16.0,154,90,24,1691185.0,30116.0,1/2/2015,P & P,48.1395953,-102.1984577,,660.0,83.42,444.4773176,397.1838703,,,,-5839869.922355592,4021879.575428878
Operator 11,Well 8081,TF3,9469.0,36.0,153,93,3,4627120.0,133707.0,2/21/2015,P & P (cmt.),48.10956277,-102.6244791,,262.87495,44.08,438.1656805,,,,,-5942847.656299918,4044846.430367448
Operator 12,Well 8082,MBH,6350.0,32.0,152,90,33,7785560.0,80778.83333,11/25/2016,P & P (cmt.),47.9351846,-102.207872,LINEAR GEL (HC),660.0,89.54,,,,,,-5865862.183158166,3951296.883679978
Operator 12,Well 8083,MBH,5238.0,26.0,152,90,33,6333310.0,63687.35714,11/25/2016,P & P (cmt.),47.93518499,-102.2076679,LINEAR GEL (HC),660.0,97.49,,,,,,-5865814.298462747,3951281.059126593
Operator 12,Well 8084,MBH,5375.0,27.0,152,90,33,6523390.0,66084.7619,11/25/2016,P & P (cmt.),47.93518537,-102.2074637,LINEAR GEL (HC),660.0,70.69,,,,,,-5865766.391455274,3951265.2233769977
Operator 1,Well 8085,MBH,15358.0,45.0,154,94,21,6199470.0,134336.0,6/4/2015,P & P,48.15311101,-102.7790043,SLICKWATER (HC),529.39275,162.11,,,,,,-5973722.062355364,4072261.5357852653
Operator 12,Well 8086,MBH,9754.0,56.0,155,90,16,13717845.0,139823.1429,5/25/2015,P & P (cmt.),48.24253315,-102.2466401,SW-GEL HYBRID,660.0,135.79,,,,,,-5839121.163329867,4061558.5552528845
Operator 38,Well 8087,MBH,9725.0,41.0,152,93,23,4878064.0,104152.0,7/3/2015,Sleeves,47.96401532,-102.5377602,SLICKWATER (HC),660.0,112.0,,,,,,-5939743.407214042,3987283.46106309
Operator 12,Well 8088,MBH,12116.0,58.0,153,89,28,22718274.0,223256.4286,9/8/2016,P & P (cmt.),48.03891241,-102.1320986,SW-GEL HYBRID,660.0,161.7,,,,,,-5836057.972800232,3981574.2197680753
Operator 12,Well 8089,MBH,13432.0,49.0,153,89,28,19835528.0,232661.619,9/7/2016,P & P (cmt.),48.03863829,-102.1320948,LINEAR GEL (HC),660.0,87.53,,,,,,-5836088.908138655,3981478.2591843824
Operator 28,Well 809,TFH,9602.0,26.0,162,101,7,2596000.0,71283.0,8/18/2013,OH,48.86633532,-103.8425872,,660.0,56.47,296.7455621,265.0230112,203.692746,168.8362919,145.0361604,-6133273.600746428,4405791.957533279
Operator 12,Well 8090,MBH,12637.0,54.0,153,89,32,13893044.0,148968.381,6/12/2015,,48.02405418,-102.150217,,660.0,115.86,,,,,,-5842024.410394114,3977800.455201475
Operator 30,Well 8091,TFH,10179.0,38.0,151,93,10,4178210.0,48922.0,11/30/2015,Sleeves,47.90665705,-102.5731557,LINEAR GEL (HC),445.82318,98.75,,,,,,-5954782.83489459,3970104.466295364
Operator 30,Well 8092,MBH,10209.0,34.0,151,93,10,7922520.0,72766.0,11/23/2015,Sleeves,47.90670628,-102.5729636,LINEAR GEL (HC),413.52637,116.1,,,,,,-5954732.049540715,3970106.3952006353
Operator 12,Well 8093,MBH,9579.0,39.0,153,89,19,14419201.0,164874.3571,8/18/2016,P & P (cmt.),48.06499379,-102.1787709,SW-GEL HYBRID,660.0,75.81,,,,,,-5843947.520784443,3994311.8148969505
Operator 12,Well 8094,MBH,5611.0,28.0,154,90,15,13431786.0,221452.7857,3/2/2016,P & P (cmt.),48.15470023,-102.231281,SLICKWATER (HC),660.0,143.77,,,,,,-5845776.398603748,4029708.956150419
Operator 12,Well 8095,MBH,7567.0,28.0,154,90,15,10691725.0,169699.4762,3/3/2016,P & P (cmt.),48.15428906,-102.231281,,660.0,153.87,,,,,,-5845824.310954363,4029565.4747959347
Operator 12,Well 8096,MBH,11595.0,56.0,154,90,15,22967476.0,321221.4286,3/2/2016,P & P (cmt.),48.15456318,-102.231281,LINEAR GEL (HC),660.0,206.09,,,,,,-5845792.368616011,4029661.1313419673
Operator 50,Well 8097,TFH,9280.0,30.0,139,97,5,2549220.0,36837.0,3/28/2012,Sleeves,46.88958835,-102.9522225,,660.0,109.35,535.9631821,495.0361604,382.9169406,320.2790562,276.0464607,-6164699.353566772,3647036.930557596
Operator 4,Well 8098,TFH,9298.0,30.0,140,99,30,1416760.0,35340.0,7/10/2011,Sleeves,46.91869056,-103.221194,,660.0,100.93,429.1584484,414.2888451,358.82643,307.5754255,271.1565856,-6225148.871524855,3679173.401373545
Operator 4,Well 8099,TFH,9257.0,30.0,139,99,10,2834529.0,40676.0,3/3/2014,Sleeves,46.8625442,-103.1548394,SW-XL HYBRID,660.0,69.11,464.7928994,370.9182555,261.8014464,216.3379356,187.2342757,-6216116.672520952,3654252.8939814433
Operator 4,Well 81,TFH,10885.0,30.0,140,100,9,3048170.0,41276.0,4/25/2013,OH,46.94907931,-103.3022117,,660.0,29.2,212.8205128,139.108043,106.6896778,88.43962306,77.17236467,-6240727.281371047,3696380.4889679127
Operator 1,Well 810,TFH,10283.0,30.0,160,96,25,3082370.0,48356.0,8/21/2013,P & P,48.66121092,-103.0315238,CROSSLINKED (HC),660.0,91.78,510.486522,420.6004821,333.4757835,284.6665206,247.2770107,-5971668.160963021,4269278.266458194
Operator 4,Well 8100,TFH,9629.0,30.0,140,99,15,1994220.0,32423.0,5/31/2012,Sleeves,46.94779729,-103.1599392,,624.11638,107.8,762.1959237,598.9151874,423.4440061,338.0451457,288.3464826,-6207109.97430355,3684228.835080689
Operator 4,Well 8101,TFH,9449.0,30.0,140,99,30,2004200.0,31790.0,5/28/2012,Sleeves,46.91872453,-103.2118461,CROSSLINKED (HC),660.0,105.7,685.2399737,493.8746439,367.2200307,314.9426547,277.3011177,-6222924.644099955,3678415.9471017434
Operator 12,Well 8102,MBH,5187.0,21.0,152,90,35,5653300.0,47657.64286,10/6/2016,P & P (cmt.),47.93614228,-102.1630289,SW-GEL HYBRID,660.0,68.86,,,,,,-5855239.173255548,3948126.933602426
Operator 18,Well 8103,TFH,9770.0,35.0,154,93,22,2381627.0,39804.0,5/1/2015,Sleeves,48.14028277,-102.6198502,,361.64893,66.66,563.9710717,,,,,-5938140.665518844,4055183.6337699923
Operator 4,Well 8104,TFH,8370.0,78.0,153,92,16,3615780.0,71890.0,1/30/2015,CT,48.08009617,-102.5081086,SLICKWATER (HC),422.36592,70.44,457.0677186,308.5579663,,,,-5919155.185258225,4025391.8392277346
Operator 1,Well 8105,TF1,15192.0,45.0,154,94,21,8313178.0,155839.0,6/5/2015,P & P,48.15311204,-102.7791887,SLICKWATER (HC),391.725035,169.0,,,,,,-5973764.907212119,4072276.5416521216
Operator 1,Well 8106,TF2,4814.0,15.0,154,94,21,2874430.0,55172.0,6/13/2015,P & P,48.15311308,-102.7793732,SLICKWATER (HC),660.0,94.69,,,,,,-5973807.774150462,4072291.559034375
Operator 38,Well 8107,MBH,3870.0,23.0,152,91,18,3326703.0,41074.0,1/9/2015,Sleeves (cmt.),47.97935248,-102.3814317,LINEAR GEL (HC),660.0,59.61,37.73833005,,,,,-5901359.023496757,3980305.859206051
Operator 4,Well 8108,TFH,6131.0,27.0,153,92,27,2602420.0,51567.0,4/21/2015,P & P (cmt.),48.04605874,-102.5017292,LINEAR GEL (HC),362.7038,63.34,309.6318212,,,,,-5921667.288170748,4013026.5295418245
Operator 12,Well 8109,MBH,12583.0,57.0,153,89,32,15174234.0,141055.3571,8/2/2015,P & P (cmt.),48.02405374,-102.1504216,SW-GEL HYBRID,660.0,194.72,,,,,,-5842072.356073321,3977816.2457816857
Operator 22,Well 811,TFH,9455.0,32.0,162,99,31,1921260.0,50174.0,7/22/2013,Sleeves,48.80811369,-103.5839619,SLICKWATER (HC),660.0,69.36,384.2537804,305.6432172,248.706991,217.2766455,191.4447732,-6081075.199915676,4364618.888653717
Operator 4,Well 8110,MBH,7642.0,34.0,153,93,24,3214260.0,70254.0,5/29/2015,P & P (cmt.),48.05452145,-102.5771695,SLICKWATER (HC),305.8691,89.83,,,,,,-5938296.599370478,4021930.0626630103
Operator 12,Well 8111,MBH,7415.0,45.0,153,90,25,20102059.0,163892.8095,8/24/2015,P & P (cmt.),48.04248727,-102.2002613,,660.0,47.04,,,,,,-5851593.093957864,3988134.831863083
Operator 30,Well 8112,MBH,10160.0,36.0,151,93,11,6824720.0,71427.0,12/3/2015,Sleeves,47.90601842,-102.5553351,LINEAR GEL (HC),597.354055,148.83,,,,,,-5950684.716171368,3968470.787707403
Operator 34,Well 8113,MBH,14928.0,61.0,150,92,1,0.0,,8/17/2016,P & P (cmt.),47.83460036,-102.386761,SLICKWATER (HC),660.0,189.09,,,,,,-5919553.037042413,3930273.5483015636
Operator 34,Well 8114,TFH,14887.0,61.0,150,92,1,0.0,,8/17/2016,P & P (cmt.),47.83446329,-102.386761,SLICKWATER (HC),660.0,133.93,,,,,,-5919569.0814696085,3930225.783013066
Operator 1,Well 8115,MBH,13666.0,42.0,153,93,15,13711200.0,385060.0,7/7/2016,P & P,48.07798891,-102.614024,SLICKWATER (HC),492.8911,190.77,,,,,,-5944134.922089384,4033019.697474084
Operator 4,Well 8116,TFH,10568.0,30.0,140,99,8,3039560.0,41345.0,6/13/2012,Sleeves,46.94959123,-103.1970303,,660.0,141.69,834.9112426,641.9460881,515.6366426,438.8523632,377.7065527,-6215700.926105912,3687897.635029212
Operator 4,Well 8117,TFH,10616.0,30.0,140,97,10,2018080.0,31279.0,2/6/2012,Sleeves,46.94936866,-102.9011224,CROSSLINKED (HC),660.0,103.94,696.1867193,456.9690993,356.9143108,313.6788662,286.8261012,-6145438.378582535,3663617.2820455106
Operator 4,Well 8118,TFH,10153.0,30.0,140,99,9,2185267.0,38937.0,11/27/2012,Sleeves,46.94969889,-103.1750216,LINEAR GEL (HC),660.0,138.94,785.6015779,578.9064212,462.480824,403.0864198,364.5244357,-6210462.95636593,3686126.6386398952
Operator 4,Well 8119,TFH,10001.0,30.0,140,99,8,2012400.0,31145.0,6/16/2012,Sleeves,46.94957781,-103.2045882,,660.0,149.35,789.9408284,688.7135656,547.1783914,464.3838118,399.5151216,-6217496.743677165,3688514.272853101
Operator 20,Well 812,MBH,9680.0,25.0,162,98,7,2528820.0,28732.0,7/27/2013,OH,48.86625428,-103.4630113,CROSSLINKED (HC),660.0,48.33,217.9158448,201.3258821,176.0957703,148.6302871,128.2544379,-6046216.984421768,4375110.730699536
Operator 18,Well 8120,MBH,9265.0,35.0,154,93,22,2436313.0,38419.0,4/29/2015,Sleeves,48.14028319,-102.6197149,LINEAR GEL (HC),250.43345,96.45,,,,,,-5938109.063220077,4055173.0880205804
Operator 18,Well 8121,TFH,9452.0,50.0,154,93,22,3451857.0,61453.0,5/10/2015,Sleeves,48.14028361,-102.6195797,LINEAR GEL (HC),278.17905,44.58,,,,,,-5938077.48422582,4055162.5502224974
Operator 38,Well 8122,MBH,9865.0,53.0,152,91,18,4549472.0,100599.0,2/14/2015,31 Sleeves and 22 P & P (cmt.),47.97894128,-102.3814317,LINEAR GEL (HC),660.0,168.56,514.7271532,231.5691431,,,,-5901407.164003535,3980162.5129389185
Operator 34,Well 8123,TFH,14869.0,68.0,150,92,12,15148792.0,320157.5,9/13/2015,P & P (cmt.),47.83183447,-102.3868253,SLICKWATER (HC),660.0,164.26,,,,,,-5919891.878681167,3929314.779414551
Operator 1,Well 8124,MBH,15079.0,45.0,154,94,21,5203740.0,225312.0,5/24/2015,P & P,48.15311412,-102.7795577,SLICKWATER (HC),388.47292,147.0,,,,,,-5973850.6410564175,4072306.5765066524
Operator 1,Well 8125,TF2,15052.0,45.0,154,94,21,8177959.0,158657.0,5/23/2015,P & P,48.15311515,-102.7797422,LINEAR GEL (HC),401.89883,194.25,,,,,,-5973893.509117071,4072321.590586753
Operator 4,Well 8126,MBH,12213.0,35.0,153,92,27,3435000.0,69041.0,4/21/2015,P & P (cmt.),48.04593539,-102.5017292,LINEAR GEL (HC),535.82125,82.29,401.808021,,,,,-5921681.790610041,4012983.541849563
Operator 18,Well 8127,TFH,9451.0,35.0,154,93,9,2454759.0,38167.0,7/22/2015,Sleeves,48.16937781,-102.6433329,LINEAR GEL (HC),480.501505,79.4,,,,,,-5940178.6330810385,4067177.009638384
Operator 18,Well 8128,TFH,10292.0,50.0,154,93,9,3509997.0,58732.0,7/26/2015,Sleeves,48.16901598,-102.6433304,LINEAR GEL (HC),516.61023,79.77,,,,,,-5940220.808390646,4067050.7432906427
Operator 18,Well 8129,MBH,10060.0,50.0,154,93,9,3503194.0,51053.0,7/19/2015,Sleeves,48.16910644,-102.643331,,349.30401,110.07,,,,,,-5940210.258445452,4067082.308761727
Operator 27,Well 813,TFH,8471.0,25.0,161,100,18,2757662.0,63634.0,10/22/2013,P & P (cmt.),48.77706545,-103.7183907,,660.0,58.99,230.2103879,198.3453868,172.5893053,161.0234495,153.3338812,-6115749.343380745,4364695.338738927
Operator 34,Well 8130,MBH,14613.0,59.0,150,92,1,0.0,,8/17/2016,P & P (cmt.),47.83432622,-102.386761,SLICKWATER (HC),608.5031,161.55,,,,,,-5919585.125891452,3930178.017740505
Operator 34,Well 8131,TFH,14953.0,61.0,150,92,1,0.0,,8/17/2016,P & P (cmt.),47.83418916,-102.386761,SLICKWATER (HC),558.2367,245.98,,,,,,-5919601.169137413,3930130.255968613
Operator 18,Well 8132,TFH,9404.0,53.0,154,94,24,3462998.0,70038.0,10/6/2016,Sleeves,48.14032671,-102.7067178,SLICKWATER (HC),371.15001,139.85,,,,,,-5958390.055726304,4062073.7134301583
Operator 4,Well 8133,TFH,9732.0,28.0,139,99,9,3234580.0,61512.0,9/6/2010,22 Sleeves and 6 P & P,46.86355125,-103.1698506,,660.0,107.72,612.9191321,509.4017094,395.9840018,340.0942362,301.2245233,-6219565.222513407,3655836.1921278527
Operator 50,Well 8134,TFH,10870.0,30.0,140,97,12,2377100.0,39671.0,6/29/2012,Sleeves,46.94920925,-102.8671682,CROSSLINKED (HC),660.0,60.39,405.0295858,330.9555117,222.7646285,183.0155599,160.8426474,-6137386.68524912,3660799.920584247
Operator 4,Well 8135,TFH,9546.0,30.0,139,97,28,1986360.0,39978.0,9/13/2011,OH,46.83187944,-102.9261425,,660.0,39.03,172.8139382,141.0365987,123.8658777,109.6646943,97.52081964,-6165359.049659193,3624885.592244867
Operator 4,Well 8136,TFH,9613.0,30.0,139,99,12,1917600.0,33143.0,1/31/2012,Sleeves,46.86233874,-103.1127239,CROSSLINKED (HC),660.0,57.42,288.034188,249.0357221,200.5314486,171.8679231,154.8542625,-6206126.101454785,3650722.2292675497
Operator 4,Well 8137,TFH,10431.0,30.0,140,99,11,2285420.0,39590.0,7/15/2012,Sleeves,46.94986647,-103.1333966,LINEAR GEL (HC),660.0,75.72,397.5345168,321.7729564,269.8772737,231.1417927,202.7859961,-6200559.52329521,3682768.2685797047
Operator 4,Well 8138,TFH,9954.0,30.0,140,99,28,3110551.0,43789.0,11/27/2012,Sleeves,46.91880525,-103.1804741,LINEAR GEL (HC),660.0,109.65,676.4628534,489.3819855,373.8110892,317.3862225,279.2981591,-6215463.441643415,3675864.09346265
Operator 4,Well 8139,TFH,10451.0,30.0,140,99,11,3126404.0,44684.0,7/12/2012,Sleeves,46.94986664,-103.1332163,LINEAR GEL (HC),660.0,77.48,302.9257068,295.1457375,247.9399518,227.522098,202.0627876,-6200516.68943313,3682753.5391931483
Operator 1,Well 814,MBH,8449.0,30.0,160,96,25,3064820.0,46267.0,8/15/2013,P & P,48.66121083,-103.03171,CROSSLINKED (HC),656.42264,58.7,375.6081525,277.7010739,221.8441815,182.7233545,155.7308788,-5971711.139508552,4269293.020916774
Operator 4,Well 8140,TFH,7845.0,25.0,140,99,13,1993110.0,30303.0,7/11/2012,Sleeves,46.94331242,-103.1245783,,660.0,41.18,180.4733728,172.1126452,148.4878369,127.4563518,110.5166557,-6199250.309119529,3679772.3241888396
Operator 18,Well 8141,MBH,9474.0,35.0,154,93,22,2452567.0,36915.0,5/5/2015,Sleeves,48.14028403,-102.6194444,LINEAR GEL (HC),267.57612,78.89,,,,,,-5938045.8818949405,4055152.004570826
Operator 18,Well 8142,TFH,9460.0,35.0,154,93,22,2453122.0,38021.0,5/3/2015,Sleeves,48.14028445,-102.6193091,LINEAR GEL (HC),238.99532,51.45,,,,,,-5938014.279547996,4055141.458968035
Operator 38,Well 8143,MBH,2926.0,17.0,151,92,4,1812020.0,26126.0,3/15/2015,Sleeves,47.92066562,-102.4508311,LINEAR GEL (HC),660.0,131.6,618.5075608,299.1014683,,,,-5924486.872340307,3965315.86435693
Operator 38,Well 8144,MBH,6768.0,41.0,151,92,4,3166560.0,79892.0,12/13/2014,31 Sleeves and 10 P & P,47.92066659,-102.4506229,,660.0,139.71,530.9664694,430.2213456,,,,-5924437.991531414,3965299.7818234763
Operator 18,Well 8145,MBH,9256.0,35.0,154,93,19,2404440.0,41571.0,6/13/2015,Sleeves,48.14062267,-102.6940539,SLICKWATER (HC),482.10602,107.29,,,,,,-5955402.657217584,4061173.322379843
Operator 18,Well 8146,TFH,10285.0,35.0,154,93,19,2388671.0,42093.0,6/16/2015,Sleeves,48.14071312,-102.6940514,CROSSLINKED (HC),378.56776,107.63,,,,,,-5955391.368297299,4061204.6304106666
Operator 38,Well 8147,TF1,9305.0,51.0,152,92,28,4178669.0,97905.0,3/13/2015,31 Sleeves and 20 P & P (cmt.),47.94979104,-102.4633125,SLICKWATER (HC),564.90703,77.16,25.80539119,,,,,-5923991.41399169,3976449.4365703785
Operator 38,Well 8148,MBH,7039.0,31.0,151,92,3,4502670.0,54948.0,4/18/2015,Not indicated,47.92613937,-102.4482726,SLICKWATER (HC),660.0,193.51,,,,,,-5923245.391564314,3967021.508418888
Operator 18,Well 8149,MBH,9550.0,50.0,154,93,9,3511352.0,51993.0,7/17/2015,Sleeves,48.16928735,-102.6433323,LINEAR GEL (HC),369.192555,101.98,,,,,,-5940189.183034968,4067145.4441459356
Operator 20,Well 815,MBH,9385.0,25.0,162,98,7,2519880.0,28640.0,7/29/2013,OH,48.86625389,-103.4628035,CROSSLINKED (HC),658.650235,56.43,279.0598291,239.7435897,204.4488275,174.6986632,154.5364892,-6046169.33068516,4375093.917234618
Operator 18,Well 8150,TFH,9824.0,35.0,154,93,9,2465510.0,44444.0,7/24/2015,Sleeves,48.1691969,-102.6433316,LINEAR GEL (HC),363.506,91.85,,,,,,-5940199.708497351,4067113.874239939
Operator 18,Well 8151,MBH,9766.0,57.0,154,94,24,3985157.0,67305.0,9/22/2016,Sleeves,48.14032727,-102.7068531,LINEAR GEL (HC),246.667925,134.78,,,,,,-5958421.531464789,4062084.6318964977
Operator 18,Well 8152,TFH,9442.0,57.0,154,94,24,3925481.0,77031.0,10/12/2016,Sleeves,48.14032784,-102.7069884,SLICKWATER (HC),254.92346,128.41,,,,,,-5958453.006001952,4062095.553894433
Operator 18,Well 8153,MBH,9924.0,53.0,154,94,24,3727461.0,54602.0,9/28/2016,Sleeves,48.1403284,-102.7071237,LINEAR GEL (HC),387.66108,211.88,,,,,,-5958484.481706099,4062106.4724578056
Operator 12,Well 8154,MBH,7270.0,35.0,154,90,23,13548026.0,211641.0,4/12/2016,P & P (cmt.),48.15208466,-102.2218597,SLICKWATER (HC),660.0,186.47,,,,,,-5843881.205587483,4028061.731963599
Operator 12,Well 8155,MBH,6849.0,34.0,154,90,23,13308233.0,140975.6429,4/10/2016,P & P (cmt.),48.15208514,-102.2220647,LINEAR GEL (HC),660.0,115.11,,,,,,-5843929.020249699,4028077.879104078
Operator 50,Well 8156,TFH,4463.0,16.0,139,95,23,1425451.0,18851.0,12/29/2011,Sleeves,46.83334174,-102.6266797,,660.0,8.04,48.78369494,38.33004602,30.32544379,24.84841844,21.731865,-6093837.841290156,3601073.586082779
Operator 4,Well 8157,TFH,9373.0,30.0,139,99,29,1972840.0,30597.0,5/19/2011,Sleeves,46.83181651,-103.2021214,,660.0,20.42,110.2235371,93.37058952,75.41091387,62.72554606,54.87617795,-6231046.475451106,3647492.419787656
Operator 4,Well 8158,TFH,9225.0,30.0,139,99,16,1872280.0,42693.0,6/9/2011,Sleeves,46.8607441,-103.181021,,660.0,58.91,356.5088757,267.3131712,204.3721236,175.3342099,158.0456936,-6222557.785307787,3655781.9401846486
Operator 4,Well 8159,TFH,10561.0,30.0,140,99,7,1909100.0,30052.0,1/15/2012,Sleeves,46.94951825,-103.2181367,,660.0,223.32,1089.184747,983.4538681,823.1865001,696.5702389,592.2775586,-6220720.107925736,3689607.7560257367
Operator 20,Well 816,MBH,10282.0,25.0,162,98,7,2487640.0,28443.0,7/30/2013,OH,48.8662537,-103.4626996,,658.566465,48.08,225.9040105,200.5040544,164.809336,142.9870699,126.7285777,-6046145.503193519,4375085.5122842435
