Operator,Well Name,Formation,Lateral Length,Stages,Township ,Range,Section,"Total Prop, lbs","Fluid, bbls",Date Fracd,Compl. Type,Latitude,Longitude,Fluid Type from DI,SPACING_CAPPED,12 month Cum Prod,Best1 Mo BOPD,Best3 Mo BOPD,Best6 Mo BOPD,Best9 Mo BOPD,Best12 Mo BOPD,X (feet),Y (feet)
Operator 18,Well 7959,MBH,8970.0,50.0,154,94,26,3494165.0,61475.0,7/26/2016,Sleeves,48.13815342,-102.7399377,,345.28416,79.37,,,,,,-5966391.642272507,4063951.195320211
Operator 26,Well 796,MBH,6514.0,31.0,164,101,32,2088600.0,49707.0,12/26/2013,Cemented Liner,48.98225908,-103.8235076,,660.0,63.73,272.9454306,251.106728,215.1380671,191.5625685,171.493535,-6114629.659426753,4444525.6038594665
Operator 18,Well 7960,TFH,9375.0,50.0,154,94,26,3491724.0,65596.0,8/4/2016,Sleeves,48.13815411,-102.740073,,246.668745,198.22,,,,,,-5966423.099626397,4063962.1713933214
Operator 4,Well 7961,TFH,9514.0,30.0,140,98,18,3589820.0,57624.0,12/13/2011,22 Sleeves and 8 P & P,46.94782545,-103.0950628,,660.0,51.32,261.5713346,211.0344072,176.6326978,154.6789393,140.0367083,-6191700.365573663,3678918.2297433177
Operator 4,Well 7962,TFH,9303.0,30.0,140,98,16,2207841.0,35154.16667,11/1/2011,OH,46.94789452,-103.0542594,CROSSLINKED (HC),660.0,71.04,458.0210388,319.6909928,257.1334648,220.7611951,192.910366,-6182000.492539049,3675601.8375025997
Operator 9,Well 7963,TFH,10063.0,15.0,140,98,2,2800457.0,58948.0,9/30/2011,OH,46.97995118,-103.0111346,,660.0,37.0,193.1295201,149.0138067,123.3453868,107.7105705,98.18923954,-6167931.574473016,3683198.0990864704
Operator 4,Well 7964,TFH,10948.0,30.0,140,99,16,3188340.0,43977.0,12/10/2012,Sleeves,46.94764019,-103.1865086,LINEAR GEL (HC),660.0,104.83,718.5404339,492.1652422,387.6232742,328.029805,283.3278545,-6213437.138493179,3686356.561735422
Operator 4,Well 7965,TFH,9437.0,30.0,140,99,16,3193460.0,43457.0,12/3/2012,Sleeves,46.9476395,-103.186689,,587.156155,94.52,535.6015779,418.1130835,328.7694499,284.849149,256.1061801,-6213480.051109849,3686371.1456675376
Operator 50,Well 7966,TFH,9105.0,30.0,139,98,14,2018600.0,35701.0,6/9/2013,Sleeves,46.86112181,-103.0150749,CROSSLINKED (HC),660.0,45.72,204.9638396,169.1431076,148.2412886,132.9863394,121.5894149,-6183043.646083715,3642297.6002380876
Operator 4,Well 7967,TFH,9250.0,27.0,139,99,14,1798195.0,32115.0,4/5/2012,Sleeves,46.86089881,-103.1393639,CROSSLINKED (HC),660.0,38.11,211.5713346,173.1974578,138.4834539,117.0319234,100.3506465,-6212633.83933568,3652410.714757803
Operator 4,Well 7968,TFH,7860.0,78.0,154,92,14,3718720.0,90919.0,1/27/2015,P & P (cmt.),48.16707882,-102.4663389,SLICKWATER (HC),436.653315,77.03,303.4516765,163.7628753,,,,-5899182.84387903,4052426.0275722668
Operator 12,Well 7969,MBH,5687.0,29.0,152,90,30,4765996.0,49629.2381,6/19/2015,P & P (cmt.),47.96187936,-102.245803,,660.0,79.6,,,,,,-5871641.649270645,3963575.057613878
Operator 20,Well 797,MBH,9958.0,25.0,163,99,26,1957540.0,50544.0,11/8/2013,OH,48.92261807,-103.5053036,,625.746545,78.66,338.5930309,328.5886478,283.7552049,238.4542333,207.8758492,-6049057.666450591,4398117.224280374
Operator 18,Well 7970,MBH,9371.0,35.0,155,94,35,2443620.0,47051.0,12/1/2015,Sleeves,48.20014167,-102.7240532,SLICKWATER (HC),275.42734,86.56,,,,,,-5955343.623775286,4084282.302957344
Operator 18,Well 7971,TFH,9649.0,35.0,155,94,35,2435992.0,60436.0,12/4/2015,Sleeves,48.20005121,-102.7240532,SLICKWATER (HC),407.20553,69.49,,,,,,-5955354.343452438,4084250.7922808533
Operator 4,Well 7972,TFH,6905.0,35.0,154,92,26,4068780.0,156963.0,5/12/2015,P & P (cmt.),48.13807896,-102.4637474,,596.947595,114.44,308.8099934,,,,,-5901984.497429825,4042111.6940379823
Operator 18,Well 7973,TFH,9769.0,50.0,154,93,20,3492449.0,61147.0,9/15/2016,Sleeves,48.13977127,-102.6680674,SLICKWATER (HC),244.643605,63.28,,,,,,-5949444.622118718,4058818.916885963
Operator 18,Well 7974,MBH,9933.0,50.0,154,93,20,3510987.0,55939.0,9/2/2016,Sleeves,48.13977162,-102.6682026,LINEAR GEL (HC),227.115015,66.34,,,,,,-5949476.1044891765,4058829.740493343
Operator 18,Well 7975,TFH,9987.0,49.0,154,93,20,3372535.0,64684.0,9/11/2016,Sleeves,48.13977196,-102.6683379,SLICKWATER (HC),212.05357,100.28,,,,,,-5949507.61134173,4058840.5685811527
Operator 4,Well 7976,MBH,9697.0,43.0,153,93,25,4775100.0,136555.0,6/7/2015,P & P (cmt.),48.0497429,-102.5887861,SLICKWATER (HC),660.0,134.86,,,,,,-5941573.487707335,4021183.468136973
Operator 18,Well 7977,TFH,9779.0,35.0,155,93,32,2330940.0,38080.0,8/9/2015,Sleeves,48.20397655,-102.6585392,CROSSLINKED (HC),440.4811,80.83,,,,,,-5939631.779917351,4080434.0655677896
Operator 12,Well 7978,MBH,10942.0,54.0,154,90,15,21592928.0,323128.5714,3/2/2016,P & P (cmt.),48.15442612,-102.231281,LINEAR GEL (HC),660.0,205.14,,,,,,-5845808.339787973,4029613.303060606
Operator 18,Well 7979,MBH,9316.0,50.0,154,94,26,3485269.0,55048.0,7/30/2016,Sleeves,48.13815481,-102.7402082,,237.69411,165.93,,,,,,-5966454.532466973,4063973.1430626586
Operator 22,Well 798,TFH,10107.0,26.0,163,100,30,2456920.0,47666.0,8/20/2013,Sleeves,48.92279388,-103.7159835,,660.0,65.6,281.722551,269.1102345,242.5597195,206.3445102,176.9614289,-6097322.628668455,4415152.211827372
Operator 18,Well 7980,TFH,9436.0,50.0,154,94,26,3501248.0,64560.0,8/7/2016,Sleeves,48.1381555,-102.7403435,,246.831905,146.06,,,,,,-5966485.989786219,4063984.119232656
Operator 18,Well 7981,MBH,9964.0,50.0,154,94,26,3499760.0,56503.0,8/2/2016,Sleeves,48.13815619,-102.7404787,,362.35887,173.6,,,,,,-5966517.4237776585,4063995.087516196
Operator 4,Well 7982,TFH,9461.0,22.0,140,99,18,2398920.0,38832.0,3/4/2011,Sleeves,46.94783832,-103.2218988,,660.0,213.23,1243.754109,1020.304624,835.3714661,703.2946161,599.7123603,-6221814.948803803,3689334.8798639644
Operator 4,Well 7983,TFH,9587.0,30.0,140,99,15,2809080.0,41576.0,6/7/2012,Sleeves,46.94779678,-103.1597589,,660.0,130.57,809.9934254,613.1602016,477.7394258,412.8899116,352.1203156,-6207067.224948749,3684213.856431827
Operator 4,Well 7984,TFH,9271.0,30.0,140,99,17,1747280.0,28870.0,12/9/2011,Sleeves,46.94786783,-103.2081963,CROSSLINKED (HC),636.703615,161.87,821.9921105,697.4249397,574.4849879,484.9623786,432.9881657,-6218558.590892071,3688218.1469759583
Operator 4,Well 7985,TFH,7607.0,30.0,139,99,9,1272600.0,34816.0,9/7/2012,Sleeves,46.86348303,-103.1768138,SLICKWATER (HC),660.0,38.41,161.8671926,154.1968004,134.5496384,118.5440865,102.8216086,-6221228.982125812,3656385.2493206766
Operator 50,Well 7986,TFH,9267.0,30.0,140,98,14,2032356.0,37502.0,7/7/2012,Sleeves,46.94799079,-103.0036241,LINEAR GEL (HC),660.0,33.14,176.8573307,131.7882972,109.8016656,98.15180072,87.60683761,-6169959.969008269,3671496.285552839
Operator 12,Well 7987,MBH,5421.0,31.0,152,90,30,6091222.0,61583.02381,6/18/2015,P & P (cmt.),47.96187936,-102.2455988,SW-GEL HYBRID,660.0,109.02,,,,,,-5871593.815141826,3963559.0757365087
Operator 18,Well 7988,TFH,8845.0,35.0,154,94,7,2355609.0,38051.0,2/28/2015,Sleeves,48.17130688,-102.8238741,LINEAR GEL (HC),660.0,83.09,729.9145299,434.9550734,,,,-5982013.02833608,4082163.5279590627
Operator 18,Well 7989,MBH,9466.0,35.0,155,94,19,2425297.0,38877.0,9/6/2015,Sleeves,48.22756927,-102.8083306,CROSSLINKED (HC),327.459035,66.75,,,,,,-5971706.83795879,4100519.6215300527
Operator 1,Well 799,MBH,9674.0,27.0,160,96,1,2747820.0,47630.0,9/1/2013,P & P,48.71933631,-103.0226435,,246.16417,47.48,350.2629849,278.6872671,196.3784791,151.2710936,124.6575718,-5962652.919641982,4288823.16092354
Operator 12,Well 7990,MBH,11552.0,57.0,151,90,9,11099350.0,145977.5238,2/19/2017,P & P (cmt.),47.90713185,-102.1993259,LINEAR GEL (HC),660.0,109.35,,,,,,-5867122.438133777,3940843.9511558274
Operator 12,Well 7991,MBH,11103.0,56.0,151,90,9,10566260.0,136936.3333,3/3/2017,P & P (cmt.),47.90685773,-102.1993259,LINEAR GEL (HC),660.0,106.86,,,,,,-5867154.325829971,3940748.3421650236
Operator 18,Well 7992,MBH,10239.0,50.0,154,93,20,3493611.0,53965.0,10/6/2016,Sleeves,48.1397723,-102.6684732,LINEAR GEL (HC),213.860115,142.55,,,,,,-5949539.11817738,4058851.396717559
Operator 18,Well 7993,TFH,10016.0,50.0,154,93,20,3480043.0,74313.0,9/7/2016,Sleeves,48.13977264,-102.6686085,SLICKWATER (HC),321.037095,103.48,,,,,,-5949570.624996122,4058862.2249025735
Operator 38,Well 7994,MBH,9980.0,53.0,152,91,5,4549320.0,133504.0,2/25/2015,31 Sleeves and 21 P & P (cmt.),48.0081393,-102.3635897,SLICKWATER (HC),607.75974,77.55,,,,,,-5893814.533375889,3988940.0806586375
Operator 4,Well 7995,TFH,7532.0,33.0,153,93,24,3214200.0,69067.0,5/29/2015,P & P (cmt.),48.05452007,-102.5769853,SLICKWATER (HC),355.45355,40.29,,,,,,-5938253.735644944,4021915.0251310975
Operator 34,Well 7996,MBH,9598.0,40.0,150,92,10,7634757.0,179102.4524,10/17/2015,P & P (cmt.),47.82001573,-102.447692,SLICKWATER (HC),616.72173,98.11,,,,,,-5935558.370538593,3929999.5948625742
Operator 12,Well 7997,MBH,4899.0,24.0,153,89,32,8817510.0,80801.92857,8/19/2016,P & P (cmt.),48.03123029,-102.1394892,SW-GEL HYBRID,660.0,66.74,,,,,,-5838679.782200912,3979468.852749464
Operator 12,Well 7998,MBH,6745.0,34.0,153,89,32,13352690.0,139347.381,8/22/2016,P & P (cmt.),48.03123162,-102.1390801,SW-GEL HYBRID,660.0,121.46,,,,,,-5838583.869713962,3979437.452393937
Operator 34,Well 7999,MBH,9737.0,45.0,150,92,16,10213637.0,212436.1905,10/3/2015,P & P (cmt.),47.81728735,-102.4669954,,650.35899,94.9,,,,,,-5940407.670277535,3930574.5413049953
Operator 1,Well 8,MBH,10758.0,1.0,141,98,9,75000.0,0.0,1/1/2006,No Data,47.03914687,-103.1162973,,660.0,10.68,57.46219592,40.03944773,33.49769888,29.35933962,26.76966908,-6185810.343395504,3712330.3353790934
Operator 1,Well 80,TFH,9552.0,30.0,141,99,32,3166925.0,68383.0,9/14/2012,P & P,46.98085091,-103.2572586,LINEAR GEL (HC),660.0,71.03,412.9848784,336.0179706,280.3692746,235.685587,206.0267368,-6226237.693472755,3703687.689965298
Operator 26,Well 800,TFH,9316.0,30.0,163,101,3,2404920.0,49852.0,9/14/2013,OH,48.98095062,-103.7757567,CROSSLINKED (HC),660.0,66.71,299.408284,260.6180145,225.4492658,201.9139455,183.9962744,-6103865.925985771,4440203.99791988
Operator 18,Well 8000,TFH,9966.0,35.0,155,93,10,2447201.0,49714.0,4/5/2016,Sleeves,48.25568623,-102.6207659,,380.1954,56.25,,,,,,-5924726.168442015,4095471.3231071774
Operator 18,Well 8001,MBH,10042.0,35.0,155,93,10,2431328.0,38957.0,4/1/2016,Sleeves,48.2556857,-102.6206303,LINEAR GEL (HC),339.95452,47.88,,,,,,-5924694.67073251,4095460.4433572334
Operator 12,Well 8002,MBH,8784.0,44.0,154,90,28,17152899.0,417705.5,5/13/2016,P & P (cmt.),48.12608615,-102.2472283,SLICKWATER (HC),660.0,243.16,,,,,,-5852835.928101365,4020968.55134651
Operator 12,Well 8003,MBH,8316.0,42.0,154,90,28,16297542.0,440186.619,5/9/2016,P & P (cmt.),48.12594908,-102.2472271,SLICKWATER (HC),660.0,293.66,,,,,,-5852851.627674409,4020920.6322816187
Operator 4,Well 8004,TFH,9510.0,30.0,139,99,15,2578760.0,50569.0,5/16/2011,Sleeves,46.86088621,-103.160284,,660.0,57.23,299.5726496,241.1680912,202.0381328,173.263204,154.3228139,-6217610.017102555,3654125.7113046777
Operator 50,Well 8005,TFH,9114.0,23.0,140,98,29,1864200.0,12518.0,2/22/2012,Sleeves,46.91874671,-103.0668293,CROSSLINKED (HC),660.0,25.92,94.90466798,89.2504931,78.3530572,70.49821024,65.66129739,-6188469.683245078,3666520.71139782
Operator 50,Well 8006,TFH,10492.0,30.0,140,97,11,2812200.0,41631.0,2/6/2013,Sleeves,46.94989151,-102.8780266,,660.0,58.07,274.1946088,224.5781284,192.6692965,173.1718898,157.2046899,-6139886.727244267,3661919.6857289923
Operator 4,Well 8007,TFH,9429.0,27.0,140,98,18,1673009.0,37151.0,4/9/2012,Sleeves,46.94786573,-103.0885784,,660.0,45.96,241.1242604,196.0333114,163.330046,139.6668858,121.7428227,-6190155.477740317,3678401.0558022447
Operator 4,Well 8008,TFH,9518.0,30.0,139,99,18,2819540.0,39934.0,6/8/2012,Sleeves,46.86089326,-103.2137007,,660.0,29.45,157.1334648,118.4418146,97.9837826,86.53298269,75.38078019,-6230309.462712923,3658523.713955385
Operator 4,Well 8009,TFH,4865.0,24.0,153,92,6,1701440.0,62761.0,1/11/2015,P & P (cmt.),48.10954511,-102.5649205,SLICKWATER (HC),660.0,50.74,253.5174227,222.0907298,,,,-5928951.716934549,4040135.168883899
Operator 20,Well 801,MBH,9403.0,25.0,163,99,26,1989039.0,49389.0,11/9/2013,OH,48.92261782,-103.5054077,SLICKWATER (HC),646.44064,47.22,180.4404997,164.2340565,151.3532764,136.6936957,124.3863686,-6049081.566056234,4398125.495647741
Operator 12,Well 8010,MBH,6669.0,39.0,152,90,30,7449375.0,73771.21429,6/18/2015,P & P (cmt.),47.96187936,-102.2453946,SW-GEL HYBRID,660.0,153.97,,,,,,-5871545.980975752,3963543.0939706457
Operator 18,Well 8011,MBH,10271.0,35.0,155,93,10,2453732.0,40886.0,3/10/2015,Sleeves,48.25568743,-102.621074,CROSSLINKED (HC),334.34377,103.96,775.4109139,469.7348236,,,,-5924797.735575801,4095496.041955141
Operator 18,Well 8012,TFH,9921.0,50.0,155,94,19,3495007.0,54943.0,9/11/2015,Sleeves,48.22756914,-102.8084661,CROSSLINKED (HC),470.362815,62.02,,,,,,-5971738.382615033,4100530.3361218064
Operator 12,Well 8013,MBH,10138.0,44.0,151,90,3,10180440.0,97330.11905,10/19/2016,P & P (cmt.),47.92275168,-102.1723185,SW-GEL HYBRID,660.0,127.73,,,,,,-5858973.214818817,3944181.1891565127
Operator 38,Well 8014,TF1,1092.0,9.0,152,93,23,305000.0,11500.0,3/23/2015,P & P (cmt.),47.96401532,-102.537658,,649.61841,77.65,,,,,,-5939719.494389783,3987275.382829306
Operator 4,Well 8015,TFH,8535.0,35.0,154,91,7,3430588.0,67991.0,3/20/2015,P & P (cmt.),48.17063117,-102.4214727,SLICKWATER (HC),256.77685,98.79,196.4825773,125.5095332,,,,-5888300.835334337,4050141.8669711347
Operator 34,Well 8016,MBH,11215.0,40.0,150,92,10,7748811.0,183394.3095,10/17/2015,P & P (cmt.),47.81995824,-102.4475083,SLICKWATER (HC),543.98478,97.21,,,,,,-5935522.011171739,3929965.0550169474
Operator 18,Well 8017,TFH,9659.0,50.0,155,93,26,3500826.0,52290.0,12/10/2015,Sleeves,48.21821553,-102.5914801,LINEAR GEL (HC),437.80335,99.74,,,,,,-5922330.648843927,4080102.2118435446
Operator 12,Well 8018,MBH,6781.0,34.0,153,89,32,12573320.0,132972.0476,8/12/2016,P & P (cmt.),48.02424626,-102.1388256,SW-GEL HYBRID,660.0,167.53,,,,,,-5839335.448240577,3976979.94943856
Operator 12,Well 8019,MBH,7387.0,38.0,153,89,32,13515660.0,131414.1905,8/12/2016,P & P (cmt.),48.02452038,-102.1388237,SW-GEL HYBRID,660.0,101.17,,,,,,-5839303.172539155,3977075.460260385
Operator 22,Well 802,TFH,10064.0,26.0,163,100,30,2456960.0,47276.88095,8/21/2013,Sleeves,48.92279378,-103.7157713,SLICKWATER (HC),660.0,66.76,354.3721236,270.1840894,229.541968,200.2885529,171.4195705,-6097274.026718423,4415135.022358487
Operator 18,Well 8020,MBH,9248.0,35.0,154,93,21,2380258.0,37822.0,9/15/2015,Sleeves,48.1407609,-102.6415201,CROSSLINKED (HC),597.42655,103.82,,,,,,-5943137.499350037,4057063.306467629
Operator 18,Well 8021,TFH,9894.0,50.0,155,93,10,3371361.0,50877.0,4/8/2016,Sleeves,48.25568518,-102.6204947,SLICKWATER (HC),320.010505,95.13,,,,,,-5924663.17182481,4095449.5671412107
Operator 4,Well 8022,MBH,9145.0,41.0,154,91,22,7782100.0,213734.0,9/28/2015,P & P (cmt.),48.14096917,-102.3596959,SLICKWATER (HC),367.03838,252.82,,,,,,-5877360.485137327,4034954.4024096834
Operator 12,Well 8023,MBH,6327.0,32.0,154,90,28,12368185.0,308560.4524,5/11/2016,P & P (cmt.),48.12581201,-102.2472259,SLICKWATER (HC),660.0,225.58,,,,,,-5852867.327240585,4020872.71323292
Operator 1,Well 8024,TF1,9718.0,46.0,154,94,26,9959073.0,216435.0,8/7/2016,P & P,48.13342899,-102.7396836,SLICKWATER (HC),660.0,346.09,,,,,,-5966892.46565842,4062285.703256797
Operator 1,Well 8025,TF2,9838.0,46.0,154,94,26,9987330.0,213086.0,7/28/2016,P & P,48.13342805,-102.7394992,SLICKWATER (HC),660.0,340.05,,,,,,-5966849.588933319,4062270.74316313
Operator 4,Well 8026,TFH,9182.0,22.0,140,98,28,2461440.0,35556.0,2/17/2011,Sleeves,46.91883278,-103.0539757,,660.0,55.09,194.0499671,187.8917379,176.7039229,161.6042078,146.1648039,-6185404.764076738,3665498.2980553475
Operator 4,Well 8027,TFH,9522.0,30.0,139,99,26,0.0,0.0,1/1/2011,No Data,46.83190875,-103.1392825,,660.0,20.5,94.47731755,87.38768354,73.75630068,62.10095697,54.35294762,-6216086.734621185,3642353.780565817
Operator 4,Well 8028,TFH,10527.0,30.0,140,99,12,2064780.0,31768.0,2/28/2012,Sleeves,46.94957794,-103.1128177,CROSSLINKED (HC),660.0,35.41,210.9138725,150.0876616,118.9732632,102.8672657,91.19000657,-6195707.258281765,3680980.8817402828
Operator 8,Well 8029,TFH,10183.0,15.0,140,98,4,2076000.0,38634.0,1/1/2011,No Data,46.97983121,-103.0515517,,660.0,22.43,76.59434583,73.27416174,68.2938856,61.64803857,57.06497918,-6177542.26675544,3686458.690980571
Operator 27,Well 803,TFH,8800.0,25.0,161,100,26,2908407.0,64726.0,7/17/2013,P & P,48.74896506,-103.6318854,SLICKWATER (HC),660.0,74.27,269.7896121,265.0997151,241.7050186,215.9434583,195.6799255,-6099314.381313289,4347925.635725473
Operator 4,Well 8030,TFH,10048.0,30.0,140,99,11,3126830.0,46687.0,7/21/2012,Sleeves,46.94986681,-103.1330359,LINEAR GEL (HC),660.0,50.82,327.547666,208.7990357,171.1374096,150.5332749,135.0591716,-6200473.831795124,3682738.8016928104
Operator 4,Well 8031,TFH,10638.0,30.0,140,99,7,1982404.0,32075.0,4/12/2012,Sleeves,46.94950458,-103.2122042,,651.50933,149.38,747.8632479,617.8610563,539.6833224,458.9926218,399.7150997,-6219313.482965149,3689115.11018615
Operator 4,Well 8032,TFH,5102.0,23.0,153,92,6,1676745.0,46076.0,2/16/2015,P & P (cmt.),48.10964365,-102.5650263,,660.0,51.32,241.7488494,213.5546789,,,,-5928964.796082237,4040177.857150786
Operator 4,Well 8033,TFH,9093.0,35.0,154,91,7,3446504.0,62799.0,3/12/2015,P & P (cmt.),48.17431804,-102.4194952,CROSSLINKED (HC),632.9036,88.84,324.8191979,210.7166338,,,,-5887407.153356744,4051272.4231824074
Operator 18,Well 8034,TFH,9763.0,35.0,155,93,10,2474000.0,39876.0,3/16/2015,Sleeves,48.25568796,-102.6212096,CROSSLINKED (HC),272.72976,72.91,506.1801446,342.3953539,,,,-5924829.233229264,4095506.92186432
Operator 18,Well 8035,MBH,8498.0,35.0,155,93,10,2306869.0,36522.0,3/7/2015,Sleeves,48.25568849,-102.6213452,CROSSLINKED (HC),267.53494,76.77,454.799474,393.0089853,,,,-5924860.730865596,4095517.8018221636
Operator 12,Well 8036,MBH,9440.0,38.0,151,90,3,9256310.0,90276.0,10/18/2016,P & P (cmt.),47.92261462,-102.1723185,SW-GEL HYBRID,660.0,123.11,,,,,,-5858989.144542508,3944133.3779014726
Operator 12,Well 8037,MBH,10523.0,48.0,151,90,3,11587984.0,111048.4524,10/18/2016,P & P (cmt.),47.92247755,-102.1723185,SW-GEL HYBRID,660.0,134.16,,,,,,-5859005.075423062,3944085.563174239
Operator 30,Well 8038,TFH,10234.0,34.0,151,93,25,3137240.0,46418.0,3/12/2015,Sleeves,47.87565625,-102.5254795,,524.33308,85.02,398.7508218,328.2051282,,,,-5947263.488700616,3955532.127406633
Operator 4,Well 8039,MBH,7736.0,35.0,154,91,7,3429740.0,67991.0,3/20/2015,P & P (cmt.),48.17050782,-102.4214735,SLICKWATER (HC),400.22545,70.64,151.9723866,86.26999781,,,,-5888315.489549917,4050098.915226751
Operator 20,Well 804,MBH,9360.0,25.0,163,99,25,1562020.0,21534.0,8/29/2013,OH,48.92214998,-103.4800887,,660.0,83.64,753.1886917,425.2465483,304.2022792,249.273139,214.1217401,-6043332.821103348,4395930.631050558
Operator 18,Well 8040,TFH,10097.0,35.0,155,93,10,1354363.0,30757.0,3/13/2015,Sleeves,48.25568902,-102.6214808,CROSSLINKED (HC),335.376485,35.94,251.2491782,171.6414639,,,,-5924892.2284848,4095528.681828666
Operator 38,Well 8041,TF2,9382.0,41.0,152,93,24,4874620.0,100280.0,11/24/2015,34 Sleeves and 7 P&P,47.96403067,-102.5192607,SLICKWATER (HC),647.41102,246.59,,,,,,-5935412.922903806,3985827.0005922522
Operator 38,Well 8042,MBH,9262.0,41.0,152,93,24,4872720.0,85905.0,12/16/2015,34 Sleeves and 7 P&P,47.96403032,-102.5188929,SLICKWATER (HC),647.41102,159.99,,,,,,-5935326.899820291,3985797.82480636
Operator 38,Well 8043,TF2,8904.0,40.0,152,93,24,4766240.0,99415.0,11/14/2015,31 Sleeves and 9 P&P,47.96403021,-102.5187704,SLICKWATER (HC),660.0,229.19,,,,,,-5935298.24804745,3985788.109846618
Operator 41,Well 8044,TFH,9877.0,50.0,155,93,17,7965692.0,157583.0,10/3/2016,P & P (cmt.),48.24129556,-102.6623787,LINEAR GEL (HC),552.236945,172.48,,,,,,-5936112.585819137,4093741.0682566254
Operator 18,Well 8045,TFH,9358.0,34.0,154,93,21,2322315.0,47861.0,9/17/2015,Sleeves,48.14076115,-102.6416554,CROSSLINKED (HC),594.246215,76.97,,,,,,-5943169.019601027,4057074.0934218536
Operator 12,Well 8046,MBH,11699.0,43.0,154,90,34,17361600.0,416184.3571,7/2/2016,P & P (cmt.),48.12360764,-102.2389446,SLICKWATER (HC),660.0,249.3,,,,,,-5851189.724625027,4019457.281237757
Operator 12,Well 8047,MBH,10394.0,51.0,154,90,34,25125705.0,442436.2381,6/29/2016,P & P (cmt.),48.12360764,-102.2387397,LINEAR GEL (HC),660.0,92.01,,,,,,-5851141.857235196,4019441.2924137674
Operator 12,Well 8048,MBH,11231.0,56.0,154,90,34,22076394.0,435625.4762,7/1/2016,P & P (cmt.),48.12360764,-102.2385349,SLICKWATER (HC),660.0,150.4,,,,,,-5851094.013169336,4019425.3115048995
Operator 41,Well 8049,MBH,9551.0,50.0,155,93,17,7600421.0,156146.0,9/6/2016,P & P (cmt.),48.24129566,-102.6626087,LINEAR GEL (HC),302.18732,115.85,,,,,,-5936166.109990467,4093759.273649014
Operator 26,Well 805,MBH,9899.0,30.0,164,101,36,1285500.0,35041.38095,2/24/2014,Cemented Liner,48.98236597,-103.7302118,,660.0,30.33,168.2117028,129.4104756,103.5557747,89.57922419,81.49243918,-6093270.094411344,4437013.443237456
Operator 11,Well 8050,MBH,3876.0,23.0,156,92,22,8508000.0,132848.0,10/27/2016,P & P (cmt.),48.32658622,-102.487906,LINEAR GEL (HC),660.0,139.05,,,,,,-5885458.555287035,4109741.378928559
Operator 4,Well 8051,TFH,9434.0,7.0,140,99,17,6848.0,11186.0,3/18/2011,P & P (After sleeves mill out),46.94769981,-103.2017845,,643.5155,164.29,626.4299803,611.8452772,583.9798378,519.840748,443.8773833,-6217056.614434097,3687632.736072675
Operator 4,Well 8052,TFH,10408.0,30.0,140,98,8,1974622.0,40679.0,5/16/2012,Sleeves,46.94969221,-103.0701507,LINEAR GEL (HC),660.0,21.36,85.5687048,80.8678501,71.78939294,61.88180291,55.00219154,-6185560.303150531,3677525.758839086
Operator 4,Well 8053,TFH,9225.0,30.0,139,99,9,2017360.0,31205.0,12/15/2011,Sleeves,46.87440987,-103.1693273,CROSSLINKED (HC),660.0,74.43,383.3662064,303.4407188,252.7229893,223.3618234,198.6987727,-6218138.868284908,3659557.345441508
Operator 4,Well 8054,TFH,10397.0,30.0,140,99,12,2967280.0,40935.0,6/1/2012,Sleeves,46.94960689,-103.121211,,660.0,55.41,454.4707429,280.6815691,212.8753013,173.8987508,146.5565417,-6197696.977714039,3681678.9781452296
Operator 4,Well 8055,TFH,10559.0,30.0,140,97,9,1976137.0,30270.0,5/5/2012,Sleeves,46.9494692,-102.9228833,,660.0,101.68,619.0992768,423.04405,348.0002192,313.0067938,288.9738111,-6150598.234056943,3665423.9736573305
Operator 4,Well 8056,TFH,9447.0,30.0,140,98,30,3001040.0,43597.0,7/27/2012,Sleeves,46.91892482,-103.0959945,LINEAR GEL (HC),660.0,53.24,262.6890204,221.8387026,182.1772956,156.1837972,136.7959676,-6195378.868389918,3668971.7647604668
Operator 4,Well 8057,MBH,7279.0,32.0,154,91,7,3118720.0,55813.0,3/12/2015,P & P (cmt.),48.17444139,-102.4194943,CROSSLINKED (HC),406.0127,122.24,540.2366864,400.7560815,,,,-5887392.476657737,4051315.3678353583
Operator 12,Well 8058,MBH,5867.0,27.0,152,90,33,7967117.0,87129.71429,11/7/2016,P & P (cmt.),47.93533707,-102.1996418,LINEAR GEL (HC),660.0,96.88,,,,,,-5863915.326611224,3950706.5547538535
Operator 12,Well 8059,MBH,5082.0,23.0,152,90,33,6967570.0,78567.33333,11/6/2016,P & P (cmt.),47.93533746,-102.1994376,LINEAR GEL (HC),660.0,83.1,,,,,,-5863867.417113282,3950690.726923197
Operator 1,Well 806,TFH,9517.0,30.0,160,96,25,3071858.0,47380.0,8/21/2013,P & P,48.66121101,-103.0313375,CROSSLINKED (HC),656.42264,61.44,330.0131492,254.2625466,220.5073417,185.7001972,161.4672365,-5971625.159310042,4269263.504150248
Operator 12,Well 8060,MBH,4740.0,21.0,152,90,33,6085517.0,57101.2619,11/6/2016,P & P (cmt.),47.93533784,-102.1992335,LINEAR GEL (HC),660.0,74.97,,,,,,-5863819.532181971,3950674.9035339043
Operator 34,Well 8061,MBH,14791.0,68.0,150,92,12,15228142.0,322738.4048,9/13/2015,P & P (cmt.),47.83183485,-102.3870291,SLICKWATER (HC),660.0,194.39,,,,,,-5919939.654300496,3929330.974772807
